GRE,IELTS,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
314.0,,112.0,9.29,36.0,Fall 2016,usc,2
320.0,,108.0,77.56,24.0,Fall 2016,usc,2
319.0,,117.0,81.25,3.0,Fall 2016,usc,2
323.0,,116.0,8.86,22.0,Fall 2016,usc,2
300.0,,93.0,80.0,52.0,Spring 2017,usc,2
321.0,,110.0,9.78,0.0,Fall 2016,usc,2
317.0,,107.0,8.9,0.0,Fall 2016,usc,2
301.0,,95.0,9.25,24.0,Fall 2016,usc,2
310.0,,106.0,8.0,30.0,Fall 2016,usc,2
315.0,,100.0,9.0,30.0,Fall 2016,usc,2
309.0,,100.0,8.93,6.0,Fall 2016,usc,2
311.0,,107.0,8.74,0.0,Spring 2017,usc,2
317.0,,110.0,77.7,30.0,Fall 2016,usc,2
318.0,,103.0,78.0,20.0,Fall 2016,usc,2
303.0,,95.0,78.0,24.0,Fall 2016,usc,2
327.0,,100.0,8.8,19.0,Fall 2016,usc,2
309.0,,98.0,9.03,28.0,Fall 2016,usc,2
310.0,,111.0,8.91,31.0,Fall 2016,usc,2
315.0,,96.0,8.7,42.0,Spring 2017,usc,2
302.0,,95.0,78.0,30.0,Fall 2016,usc,2
320.0,,104.0,9.76,10.0,Fall 2016,usc,2
306.0,,104.0,84.0,0.0,Spring 2017,usc,2
307.0,,92.0,8.69,24.0,Fall 2016,usc,2
319.0,,114.0,9.18,0.0,Fall 2016,usc,2
318.0,,100.0,9.59,1.0,Fall 2016,usc,2
314.0,,104.0,82.49,21.0,Fall 2016,usc,2
318.0,,100.0,9.09,0.0,Fall 2016,usc,2
315.0,,104.0,9.1,0.0,Fall 2016,usc,2
317.0,,116.0,77.0,66.0,Fall 2016,usc,2
305.0,,103.0,9.005,4.0,Fall 2016,usc,2
317.0,,102.0,9.36,20.0,Fall 2016,usc,2
310.0,,105.0,81.0,4.0,Fall 2017,usc,2
324.0,,112.0,9.31,18.0,Fall 2016,usc,2
319.0,,105.0,74.0,8.0,Fall 2016,usc,2
312.0,,104.0,74.0,7.0,Fall 2016,usc,2
311.0,,101.0,76.0,15.0,Fall 2016,usc,2
320.0,,98.0,8.88,22.0,Fall 2016,usc,2
318.0,,110.0,9.52,2.0,Fall 2016,usc,2
316.0,,107.0,8.88,0.0,Fall 2016,usc,2
314.0,,106.0,9.0,18.0,Fall 2016,usc,2
327.0,,113.0,9.234,30.0,Fall 2016,usc,2
324.0,,106.0,9.15,1.0,Fall 2016,usc,2
316.0,,107.0,9.4,0.0,Fall 2016,usc,2
326.0,7.0,,9.19,48.0,Fall 2016,usc,2
309.0,,107.0,78.8,40.0,Fall 2016,usc,2
320.0,,112.0,9.23,42.0,Fall 2016,usc,2
318.0,,113.0,8.8,24.0,Fall 2016,usc,2
309.0,,90.0,9.0,0.0,Fall 2016,usc,2
317.0,,110.0,9.23,10.0,Fall 2016,usc,2
303.0,,97.0,8.86,10.0,Fall 2016,usc,2
333.0,,114.0,8.33,10.0,Fall 2016,usc,2
317.0,,110.0,80.0,0.0,Fall 2016,usc,2
314.0,,103.0,8.9,32.0,Fall 2016,usc,2
329.0,,114.0,8.8,32.0,Fall 2016,usc,2
320.0,,109.0,9.1,2.0,Fall 2016,usc,2
311.0,,109.0,79.0,30.0,Fall 2016,usc,2
325.0,,119.0,8.89,20.0,Fall 2016,usc,2
315.0,,110.0,84.0,5.0,Fall 2016,usc,2
326.0,,118.0,9.01,20.0,Fall 2016,usc,2
320.0,,107.0,8.69,0.0,Fall 2016,usc,2
312.0,,102.0,80.0,16.0,Fall 2016,usc,2
321.0,,108.0,78.0,48.0,Fall 2016,usc,2
313.0,,99.0,77.96,5.0,Fall 2016,usc,2
322.0,,112.0,8.79,30.0,Fall 2016,usc,2
316.0,,108.0,8.77,0.0,Fall 2016,usc,2
325.0,,118.0,8.8,20.0,Fall 2016,usc,2
317.0,,107.0,9.12,0.0,Fall 2016,usc,2
324.0,,108.0,9.0,0.0,Fall 2016,usc,2
335.0,,107.0,85.0,36.0,Fall 2016,usc,2
331.0,,110.0,8.98,31.0,Spring 2020,usc,2
314.0,,109.0,9.1,30.0,Fall 2016,usc,2
327.0,,106.0,9.24,0.0,Fall 2016,usc,2
316.0,,103.0,9.4,30.0,Fall 2016,usc,2
321.0,,113.0,9.1,8.0,Fall 2016,usc,2
317.0,,92.0,8.92,6.0,Fall 2016,usc,2
316.0,,108.0,9.55,30.0,Fall 2016,usc,2
311.0,,100.0,81.57,7.0,Fall 2016,usc,2
315.0,,110.0,9.7,41.0,Fall 2016,usc,2
308.0,,106.0,76.0,42.0,Fall 2016,usc,2
315.0,,108.0,9.3,13.0,Fall 2016,usc,2
317.0,,103.0,9.2,30.0,Fall 2016,usc,2
313.0,,106.0,9.12,30.0,Fall 2016,usc,2
316.0,,97.0,9.0,2.0,Fall 2016,usc,2
316.0,,111.0,9.76,24.0,Fall 2016,usc,2
304.0,,92.0,9.0,24.0,Fall 2016,usc,2
317.0,,106.0,9.51,0.0,Fall 2016,usc,2
305.0,,90.0,82.5,0.0,Fall 2016,usc,2
304.0,,91.0,9.0,50.0,Fall 2016,usc,2
311.0,,98.0,9.16,1.0,Fall 2016,usc,2
328.0,,109.0,8.93,10.0,Fall 2016,usc,2
319.0,,103.0,9.2,30.0,Fall 2016,usc,2
317.0,,110.0,8.81,30.0,Fall 2016,usc,2
318.0,,114.0,8.39,14.0,Fall 2016,usc,2
315.0,,105.0,9.24,3.0,Fall 2016,usc,2
331.0,,113.0,8.8,33.0,Fall 2016,usc,2
327.0,,108.0,9.79,0.0,Fall 2016,usc,2
313.0,,107.0,82.0,25.0,Fall 2016,usc,2
321.0,,106.0,78.0,30.0,Fall 2016,usc,2
317.0,,97.0,85.0,0.0,Fall 2016,usc,2
313.0,,111.0,82.0,36.0,Fall 2016,usc,2
313.0,,91.0,9.11,18.0,Fall 2016,usc,2
320.0,,107.0,9.0,24.0,Fall 2016,usc,2
321.0,,108.0,84.0,32.0,Fall 2016,usc,2
316.0,,101.0,8.89,36.0,Fall 2016,usc,2
304.0,,97.0,80.0,20.0,Fall 2016,usc,2
308.0,,97.0,9.24,18.0,Fall 2016,usc,2
318.0,,104.0,9.4,6.0,Fall 2016,usc,2
316.0,,106.0,9.49,31.0,Fall 2016,usc,2
313.0,,105.0,8.95,42.0,Fall 2016,usc,2
314.0,,94.0,9.18,24.0,Fall 2016,usc,2
327.0,,118.0,9.0,0.0,Fall 2016,usc,2
320.0,,108.0,75.0,0.0,Fall 2016,usc,2
322.0,,100.0,9.4,20.0,Fall 2016,usc,2
317.0,,108.0,74.0,6.0,Fall 2016,usc,2
324.0,,110.0,78.0,9.0,Fall 2016,usc,2
319.0,,112.0,9.43,12.0,Fall 2016,usc,2
304.0,,94.0,9.1,30.0,Fall 2016,usc,2
319.0,,112.0,9.09,2.0,Fall 2016,usc,2
314.0,,106.0,9.13,30.0,Fall 2016,usc,2
312.0,,105.0,9.15,15.0,Fall 2016,usc,2
309.0,7.0,,9.51,22.0,Fall 2016,usc,2
323.0,,114.0,9.47,30.0,Fall 2016,usc,2
319.0,,103.0,9.7,17.0,Fall 2016,usc,2
320.0,,107.0,9.45,30.0,Fall 2016,usc,2
317.0,,104.0,9.0,18.0,Fall 2016,usc,2
310.0,,106.0,82.0,0.0,Fall 2014,usc,2
309.0,,105.0,76.08,0.0,Fall 2015,usc,2
318.0,,95.0,8.0,10.0,Fall 2016,usc,2
313.0,,114.0,8.43,0.0,Fall 2015,usc,2
311.0,,106.0,9.76,0.0,Fall 2014,usc,2
329.0,,114.0,8.98,0.0,Spring 2016,usc,2
316.0,,112.0,75.0,0.0,Fall 2015,usc,2
325.0,,110.0,9.1,10.0,Fall 2015,usc,2
311.0,,94.0,75.0,10.0,Fall 2014,usc,2
315.0,,114.0,81.0,10.0,Fall 2015,usc,2
323.0,,116.0,76.91,0.0,Fall 2015,usc,2
327.0,,118.0,9.6,2.0,Fall 2016,usc,2
312.0,,88.0,64.2,30.0,Fall 2015,usc,2
304.0,,90.0,9.21,30.0,Fall 2014,usc,2
323.0,,115.0,80.81,21.0,Fall 2016,usc,2
338.0,,113.0,9.08,0.0,Fall 2016,usc,2
316.0,,111.0,72.0,0.0,Fall 2015,usc,2
316.0,,102.0,71.0,30.0,Fall 2014,usc,2
324.0,,112.0,75.8,0.0,Fall 2015,usc,2
309.0,,103.0,7.04,10.0,Fall 2016,usc,2
308.0,,104.0,75.0,0.0,Fall 2014,usc,2
313.0,,108.0,9.29,20.0,Spring 2016,usc,2
311.0,,109.0,8.96,10.0,Fall 2015,usc,2
330.0,,109.0,8.5,10.0,Fall 2015,usc,2
315.0,,107.0,9.01,20.0,Fall 2015,usc,2
315.0,,111.0,8.75,30.0,Fall 2015,usc,2
325.0,,111.0,9.5,24.0,Fall 2016,usc,2
334.0,,118.0,9.34,2.0,Fall 2016,usc,2
310.0,,101.0,69.16,10.0,Fall 2014,usc,2
319.0,,113.0,9.15,2.0,Fall 2016,usc,2
309.0,,106.0,72.18,30.0,Spring 2015,usc,2
307.0,,102.0,72.0,0.0,Fall 2014,usc,2
321.0,,110.0,70.1,0.0,Spring 2016,usc,2
308.0,,110.0,80.0,0.0,Fall 2015,usc,2
304.0,,102.0,9.55,0.0,Fall 2015,usc,2
331.0,,118.0,8.85,20.0,Fall 2014,usc,2
313.0,,110.0,8.4,10.0,Fall 2015,usc,2
318.0,,115.0,8.0,20.0,Spring 2016,usc,2
315.0,,110.0,8.9,0.0,Fall 2015,usc,2
314.0,,100.0,78.0,0.0,Fall 2015,usc,2
304.0,,92.0,78.0,0.0,Spring 2016,usc,2
319.0,,111.0,70.0,0.0,Fall 2015,usc,2
314.0,,109.0,77.0,10.0,Fall 2015,usc,2
309.0,,98.0,9.19,10.0,Fall 2016,usc,2
308.0,,106.0,78.0,30.0,Fall 2015,usc,2
309.0,,103.0,8.51,30.0,Fall 2015,usc,2
311.0,,95.0,72.0,0.0,Fall 2015,usc,2
312.0,,94.0,8.9,0.0,Fall 2015,usc,2
317.0,,105.0,78.3,0.0,Fall 2015,usc,2
325.0,,109.0,77.0,10.0,Fall 2015,usc,2
315.0,,108.0,8.92,0.0,Fall 2015,usc,2
319.0,,112.0,75.0,0.0,Fall 2015,usc,2
307.0,,106.0,71.13,30.0,Fall 2015,usc,2
311.0,,108.0,8.88,30.0,Fall 2015,usc,2
322.0,,106.0,73.9,0.0,Fall 2014,usc,2
315.0,,110.0,77.0,30.0,Fall 2015,usc,2
313.0,,107.0,8.9,0.0,Fall 2015,usc,2
313.0,,102.0,69.0,30.0,Fall 2015,usc,2
314.0,,106.0,91.0,0.0,Fall 2015,usc,2
319.0,,112.0,9.0,20.0,Fall 2015,usc,2
303.0,,96.0,8.61,0.0,Fall 2015,usc,2
326.0,,117.0,8.0,20.0,Fall 2015,usc,2
316.0,,104.0,72.0,30.0,Fall 2015,usc,2
303.0,,110.0,79.0,0.0,Fall 2015,usc,2
311.0,,110.0,8.92,30.0,Fall 2015,usc,2
314.0,,106.0,8.95,0.0,Fall 2015,usc,2
323.0,,114.0,9.45,0.0,Fall 2015,usc,2
312.0,,98.0,9.5,0.0,Fall 2015,usc,2
328.0,,111.0,9.0,0.0,Fall 2015,usc,2
320.0,,93.0,70.0,10.0,Spring 2016,usc,2
