GRE,IELTS,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
300.0,7.0,,71.0,21.0,Spring 2020,utd,3
313.0,7.0,,7.98,2.0,Spring 2020,utd,3
305.0,,104.0,68.7,25.0,Spring 2020,utd,3
314.0,,91.0,7.17,27.0,Spring 2020,utd,3
308.0,7.5,,74.0,61.0,Spring 2020,utd,3
311.0,,90.0,74.35,17.0,Spring 2020,utd,3
317.0,,97.0,6.47,15.0,Spring 2020,utd,3
303.0,,91.0,9.067,20.0,Spring 2020,utd,3
302.0,7.5,,7.55,27.0,Spring 2020,utd,3
306.0,,100.0,8.21,48.0,Spring 2020,utd,3
301.0,6.5,,8.33,7.0,Fall 2018,utd,3
302.0,,90.0,8.45,53.0,Spring 2020,utd,3
307.0,6.5,,69.9,23.0,Spring 2020,utd,3
305.0,,102.0,8.76,15.0,Fall 2019,utd,3
307.0,,93.0,6.16,51.0,Fall 2018,utd,3
315.0,7.5,,6.73,0.0,Spring 2020,utd,3
319.0,,101.0,7.75,36.0,Spring 2020,utd,3
304.0,6.5,,8.2,26.0,Spring 2020,utd,3
312.0,,108.0,73.3,18.0,Spring 2020,utd,3
303.0,7.0,,79.0,15.0,Spring 2020,utd,3
304.0,,88.0,72.0,12.0,Spring 2020,utd,3
294.0,,82.0,62.62,0.0,Spring 2020,utd,3
303.0,7.0,,7.93,20.0,Spring 2020,utd,3
303.0,7.0,,7.72,14.0,Spring 2020,utd,3
313.0,,111.0,7.4,17.0,Spring 2020,utd,3
305.0,96.0,,7.91,9.0,Spring 2020,utd,3
302.0,6.5,,77.8,42.0,Spring 2020,utd,3
306.0,,96.0,76.0,24.0,Spring 2020,utd,3
310.0,,108.0,80.0,33.0,Spring 2020,utd,3
322.0,7.5,,8.01,0.0,Spring 2020,utd,3
313.0,7.0,,66.44,43.0,Spring 2020,utd,3
305.0,,85.0,7.0,40.0,Fall 2019,utd,3
312.0,7.0,,8.0,20.0,Spring 2020,utd,3
307.0,,92.0,58.12,29.0,Fall 2019,utd,3
321.0,,95.0,8.32,0.0,Fall 2019,utd,3
316.0,,95.0,6.75,19.0,Fall 2019,utd,3
310.0,,97.0,6.64,10.0,Fall 2019,utd,3
303.0,7.5,,78.79,8.0,Fall 2019,utd,3
300.0,6.5,,8.23,18.0,Fall 2019,utd,3
313.0,,103.0,7.78,1.0,Fall 2019,utd,3
310.0,7.5,,70.3,8.0,Fall 2020,utd,3
302.0,,95.0,73.0,8.0,Fall 2020,utd,3
304.0,,105.0,75.0,16.0,Fall 2019,utd,3
305.0,,91.0,8.09,0.0,Fall 2019,utd,3
323.0,7.0,,73.0,15.0,Fall 2019,utd,3
301.0,,89.0,7.99,50.0,Fall 2019,utd,3
302.0,6.5,,7.0,0.0,Fall 2020,utd,3
311.0,,107.0,8.06,0.0,Fall 2019,utd,3
314.0,,114.0,8.3,0.0,Fall 2019,utd,3
308.0,,104.0,67.0,15.0,Fall 2019,utd,3
314.0,,110.0,8.3,20.0,Fall 2019,utd,3
