GRE,IELTS,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
313.0,,103.0,7.7,6.0,Fall 2017,utd,3
313.0,,103.0,8.29,24.0,Fall 2017,utd,3
305.0,,98.0,7.32,20.0,Fall 2017,utd,3
321.0,,116.0,72.83,6.0,Fall 2017,utd,3
312.0,,108.0,71.0,6.0,Fall 2017,utd,3
308.0,,97.0,80.1,40.0,Fall 2017,utd,3
310.0,,105.0,3.21,52.0,Fall 2019,utd,3
318.0,,103.0,66.0,60.0,Fall 2017,utd,3
315.0,,99.0,8.15,7.0,Fall 2017,utd,3
317.0,,95.0,7.9,0.0,Fall 2017,utd,3
302.0,6.5,,70.0,36.0,Fall 2017,utd,3
311.0,,100.0,71.0,0.0,Fall 2017,utd,3
312.0,,91.0,59.5,24.0,Fall 2017,utd,3
310.0,,97.0,78.0,27.0,Fall 2017,utd,3
308.0,,92.0,7.813,19.0,Fall 2017,utd,3
300.0,,91.0,55.0,70.0,Fall 2017,utd,3
304.0,,90.0,65.0,38.0,Fall 2017,utd,3
299.0,,96.0,74.2,4.0,Fall 2017,utd,3
315.0,,99.0,6.9,2.0,Fall 2017,utd,3
313.0,,104.0,62.98,74.0,Fall 2017,utd,3
301.0,,94.0,76.2,14.0,Fall 2017,utd,3
308.0,,98.0,69.67,45.0,Fall 2017,utd,3
311.0,,102.0,63.0,14.0,Fall 2017,utd,3
311.0,7.0,,71.0,0.0,Fall 2017,utd,3
311.0,,100.0,7.7,0.0,Fall 2017,utd,3
301.0,,82.0,70.4,48.0,Fall 2017,utd,3
311.0,,110.0,6.51,7.0,Fall 2017,utd,3
313.0,,91.0,6.61,32.0,Fall 2017,utd,3
309.0,,89.0,71.8,31.0,Fall 2017,utd,3
328.0,,104.0,6.79,45.0,Fall 2017,utd,3
321.0,,115.0,67.0,20.0,Fall 2017,utd,3
308.0,,110.0,62.02,31.0,Fall 2017,utd,3
308.0,,94.0,8.49,12.0,Fall 2017,utd,3
313.0,,102.0,7.26,33.0,Spring 2018,utd,3
309.0,,94.0,7.52,18.0,Fall 2017,utd,3
305.0,7.0,,9.35,0.0,Fall 2017,utd,3
302.0,,89.0,72.7,51.0,Fall 2017,utd,3
318.0,,105.0,66.56,24.0,Fall 2017,utd,3
309.0,,99.0,67.35,16.0,Fall 2017,utd,3
307.0,,100.0,80.0,36.0,Fall 2017,utd,3
312.0,,101.0,58.12,3.0,Fall 2017,utd,3
310.0,,97.0,84.0,0.0,Fall 2017,utd,3
306.0,7.0,,8.94,0.0,Fall 2017,utd,3
294.0,,87.0,75.0,60.0,Fall 2018,utd,3
305.0,,90.0,8.08,30.0,Fall 2017,utd,3
305.0,,85.0,64.0,1.0,Fall 2017,utd,3
316.0,,106.0,9.125,9.0,Spring 2018,utd,3
316.0,,107.0,58.3,34.0,Fall 2017,utd,3
306.0,,94.0,87.0,26.0,Fall 2017,utd,3
310.0,,92.0,7.89,60.0,Fall 2017,utd,3
313.0,,0.0,59.89,29.0,Fall 2018,utd,3
311.0,,107.0,65.0,6.0,Fall 2017,utd,3
304.0,,97.0,8.4,15.0,Fall 2017,utd,3
314.0,,104.0,7.63,17.0,Fall 2018,utd,3
298.0,,87.0,76.0,6.0,Fall 2018,utd,3
306.0,,108.0,7.78,0.0,Fall 2017,utd,3
311.0,,102.0,67.8,62.0,Fall 2017,utd,3
312.0,,107.0,59.8,39.0,Fall 2017,utd,3
317.0,,112.0,7.97,40.0,Fall 2017,utd,3
316.0,,108.0,7.3,9.0,Fall 2017,utd,3
319.0,,101.0,66.0,19.0,Fall 2017,utd,3
317.0,,104.0,7.5,0.0,Fall 2017,utd,3
321.0,,106.0,70.0,24.0,Fall 2017,utd,3
305.0,,87.0,8.22,0.0,Fall 2017,utd,3
310.0,,98.0,8.0,38.0,Fall 2017,utd,3
316.0,,87.0,62.22,11.0,Spring 2018,utd,3
309.0,,90.0,85.0,0.0,Fall 2017,utd,3
300.0,6.5,,69.0,0.0,Fall 2017,utd,3
307.0,,91.0,5.9,24.0,Fall 2017,utd,3
310.0,7.5,,61.0,2.0,Fall 2017,utd,3
317.0,,105.0,7.64,1.0,Fall 2017,utd,3
310.0,,100.0,7.0,0.0,Fall 2017,utd,3
311.0,,92.0,7.86,0.0,Fall 2017,utd,3
301.0,,87.0,6.89,0.0,Fall 2017,utd,3
325.0,,116.0,72.69,40.0,Fall 2017,utd,3
328.0,,110.0,72.0,60.0,Fall 2017,utd,3
308.0,,0.0,62.0,30.0,Fall 2017,utd,3
322.0,,109.0,69.0,16.0,Fall 2017,utd,3
316.0,,101.0,5.87,43.0,Spring 2017,utd,3
314.0,,89.0,7.11,0.0,Fall 2017,utd,3
309.0,,100.0,66.0,0.0,Fall 2017,utd,3
318.0,,115.0,77.13,16.0,Fall 2017,utd,3
310.0,,96.0,6.4,48.0,Fall 2017,utd,3
303.0,,88.0,7.65,8.0,Fall 2017,utd,3
312.0,,100.0,72.0,48.0,Fall 2017,utd,3
307.0,,91.0,8.48,18.0,Fall 2017,utd,3
302.0,,82.0,7.05,0.0,Fall 2017,utd,3
323.0,,95.0,71.86,0.0,Fall 2017,utd,3
317.0,,104.0,59.0,26.0,Fall 2017,utd,3
318.0,,108.0,7.5,36.0,Fall 2017,utd,3
308.0,,93.0,63.85,30.0,Fall 2017,utd,3
308.0,,82.0,7.3,3.0,Fall 2017,utd,3
316.0,,113.0,77.0,45.0,Fall 2017,utd,3
301.0,,101.0,54.0,30.0,Fall 2017,utd,3
305.0,,102.0,8.37,0.0,Fall 2017,utd,3
314.0,,104.0,67.0,38.0,Fall 2017,utd,3
315.0,,100.0,64.82,0.0,Fall 2017,utd,3
296.0,,105.0,68.0,18.0,Fall 2017,utd,3
297.0,,89.0,6.67,30.0,Fall 2017,utd,3
304.0,,88.0,67.16,46.0,Fall 2017,utd,3
310.0,,96.0,65.0,22.0,Fall 2017,utd,3
308.0,,97.0,6.17,32.0,Fall 2017,utd,3
306.0,,95.0,8.87,6.0,Fall 2017,utd,3
307.0,,110.0,8.3,30.0,Fall 2017,utd,3
309.0,,90.0,8.14,6.0,Fall 2017,utd,3
324.0,,110.0,7.25,0.0,Fall 2017,utd,3
309.0,,101.0,8.1,13.0,Fall 2017,utd,3
313.0,,97.0,71.52,18.0,Fall 2017,utd,3
312.0,,101.0,56.7,46.0,Fall 2017,utd,3
