GRE,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
313.0,110.0,9.32,36.0,Fall 2017,neu,2
314.0,105.0,8.48,36.0,Fall 2017,neu,2
317.0,108.0,81.39,0.0,Fall 2017,neu,2
315.0,102.0,9.01,32.0,Fall 2017,neu,2
317.0,107.0,82.1,0.0,Fall 2017,neu,2
315.0,105.0,62.0,25.0,Fall 2017,neu,2
315.0,108.0,78.0,2.0,Fall 2017,neu,2
315.0,100.0,86.0,60.0,Fall 2017,neu,2
325.0,92.0,9.5,0.0,Fall 2016,neu,2
326.0,112.0,71.0,23.0,Fall 2017,neu,2
317.0,110.0,7.93,5.0,Fall 2017,neu,2
315.0,104.0,67.0,12.0,Fall 2017,neu,2
319.0,106.0,8.72,7.0,Fall 2017,neu,2
313.0,108.0,69.0,17.0,Fall 2017,neu,2
315.0,110.0,8.26,22.0,Fall 2017,neu,2
309.0,103.0,76.0,67.0,Fall 2017,neu,2
320.0,107.0,8.2,17.0,Fall 2017,neu,2
324.0,110.0,8.4,2.0,Fall 2017,neu,2
323.0,103.0,7.5,17.0,Fall 2017,neu,2
319.0,107.0,8.7,13.0,Fall 2017,neu,2
310.0,99.0,71.0,48.0,Fall 2018,neu,2
303.0,109.0,80.0,0.0,Fall 2017,neu,2
309.0,102.0,8.06,17.0,Fall 2017,neu,2
326.0,118.0,8.6,43.0,Fall 2017,neu,2
321.0,112.0,8.11,12.0,Fall 2017,neu,2
318.0,101.0,7.2,4.0,Fall 2017,neu,2
310.0,103.0,67.5,24.0,Fall 2017,neu,2
317.0,102.0,8.58,26.0,Fall 2017,neu,2
307.0,99.0,74.5,15.0,Fall 2017,neu,2
309.0,104.0,72.8,32.0,Fall 2017,neu,2
320.0,103.0,8.45,40.0,Fall 2017,neu,2
329.0,117.0,8.68,2.0,Fall 2017,neu,2
313.0,103.0,8.64,3.0,Fall 2017,neu,2
317.0,107.0,7.034,20.0,Fall 2017,neu,2
317.0,111.0,9.47,24.0,Fall 2017,neu,2
312.0,109.0,73.0,36.0,Fall 2017,neu,2
318.0,111.0,69.62,35.0,Fall 2017,neu,2
326.0,114.0,72.0,42.0,Fall 2017,neu,2
321.0,117.0,8.7,0.0,Fall 2017,neu,2
294.0,101.0,7.45,0.0,Fall 2017,neu,2
311.0,109.0,7.67,0.0,Fall 2017,neu,2
324.0,107.0,8.18,7.0,Fall 2017,neu,2
314.0,102.0,74.0,46.0,Fall 2017,neu,2
328.0,112.0,8.69,7.0,Fall 2017,neu,2
317.0,102.0,8.16,1.0,Fall 2017,neu,2
316.0,109.0,7.72,0.0,Fall 2017,neu,2
313.0,111.0,75.12,30.0,Fall 2017,neu,2
327.0,117.0,8.19,6.0,Spring 2017,neu,2
300.0,102.0,68.0,42.0,Spring 2017,neu,2
311.0,100.0,73.7,30.0,Fall 2016,neu,2
319.0,109.0,83.14,5.0,Fall 2017,neu,2
328.0,109.0,7.5,12.0,Spring 2017,neu,2
311.0,101.0,7.56,12.0,Spring 2017,neu,2
312.0,109.0,76.0,30.0,Spring 2017,neu,2
311.0,108.0,7.4,16.0,Spring 2017,neu,2
306.0,101.0,85.94,19.0,Spring 2017,neu,2
305.0,107.0,8.11,14.0,Spring 2017,neu,2
316.0,106.0,84.0,15.0,Spring 2017,neu,2
309.0,101.0,83.0,25.0,Spring 2017,neu,2
308.0,110.0,7.4,36.0,Spring 2017,neu,2
319.0,108.0,6.71,0.0,Fall 2016,neu,2
306.0,101.0,3.45,1.0,Spring 2017,neu,2
310.0,105.0,8.69,18.0,Spring 2017,neu,2
310.0,102.0,71.81,30.0,Spring 2017,neu,2
312.0,102.0,66.0,0.0,Fall 2016,neu,2
307.0,105.0,7.4,48.0,Spring 2017,neu,2
308.0,114.0,8.57,25.0,Fall 2016,neu,2
307.0,107.0,81.13,22.0,Fall 2016,neu,2
314.0,107.0,6.01,9.0,Spring 2017,neu,2
313.0,100.0,7.43,13.0,Spring 2017,neu,2
329.0,102.0,7.15,30.0,Fall 2016,neu,2
310.0,101.0,56.42,0.0,Spring 2017,neu,2
300.0,105.0,78.0,42.0,Fall 2016,neu,2
313.0,106.0,73.9,0.0,Fall 2016,neu,2
312.0,109.0,7.6,4.0,Fall 2016,neu,2
307.0,109.0,82.0,3.0,Fall 2016,neu,2
317.0,112.0,8.2,0.0,Fall 2016,neu,2
314.0,106.0,66.0,24.0,Fall 2016,neu,2
312.0,101.0,79.0,21.0,Fall 2016,neu,2
312.0,109.0,73.0,9.0,Fall 2016,neu,2
314.0,108.0,72.13,60.0,Fall 2016,neu,2
306.0,98.0,70.0,3.0,Fall 2016,neu,2
313.0,101.0,71.22,50.0,Fall 2016,neu,2
322.0,110.0,73.5,24.0,Fall 2016,neu,2
319.0,118.0,66.6,0.0,Fall 2016,neu,2
317.0,105.0,65.0,58.0,Fall 2016,neu,2
309.0,109.0,8.17,11.0,Fall 2016,neu,2
309.0,109.0,8.85,0.0,Fall 2016,neu,2
314.0,109.0,79.0,40.0,Fall 2016,neu,2
309.0,103.0,8.35,20.0,Fall 2016,neu,2
312.0,107.0,8.67,31.0,Fall 2016,neu,2
318.0,103.0,8.46,18.0,Fall 2016,neu,2
326.0,115.0,6.78,0.0,Fall 2016,neu,2
315.0,110.0,7.38,0.0,Fall 2016,neu,2
324.0,111.0,7.71,15.0,Fall 2016,neu,2
305.0,99.0,7.1,0.0,Fall 2016,neu,2
321.0,108.0,8.61,2.0,Fall 2016,neu,2
320.0,101.0,7.23,0.0,Fall 2016,neu,2
322.0,110.0,8.7,0.0,Fall 2016,neu,2
309.0,100.0,8.93,6.0,Fall 2016,neu,2
315.0,105.0,7.89,9.0,Fall 2016,neu,2
317.0,99.0,6.49,9.0,Fall 2016,neu,2
317.0,101.0,66.0,0.0,Fall 2016,neu,2
309.0,100.0,68.0,30.0,Fall 2016,neu,2
303.0,100.0,56.0,0.0,Fall 2016,neu,2
322.0,109.0,8.48,0.0,Fall 2016,neu,2
320.0,107.0,6.34,36.0,Fall 2016,neu,2
317.0,109.0,6.01,9.0,Fall 2016,neu,2
317.0,109.0,6.01,9.0,Fall 2016,neu,2
312.0,104.0,8.6,20.0,Fall 2016,neu,2
310.0,104.0,8.26,30.0,Fall 2016,neu,2
318.0,111.0,6.7,18.0,Fall 2016,neu,2
318.0,104.0,80.0,16.0,Fall 2015,neu,2
319.0,113.0,72.8,24.0,Fall 2016,neu,2
314.0,108.0,8.46,3.0,Fall 2016,neu,2
319.0,102.0,8.1,33.0,Fall 2016,neu,2
289.0,92.0,66.0,60.0,Fall 2018,neu,2
319.0,116.0,8.3,0.0,Fall 2016,neu,2
309.0,98.0,9.03,28.0,Fall 2016,neu,2
305.0,103.0,9.005,4.0,Fall 2016,neu,2
315.0,104.0,8.7,24.0,Fall 2016,neu,2
322.0,111.0,7.87,22.0,Fall 2016,neu,2
318.0,110.0,9.52,2.0,Fall 2016,neu,2
298.0,101.0,65.0,10.0,Fall 2016,neu,2
324.0,105.0,8.27,10.0,Fall 2016,neu,2
331.0,112.0,72.32,32.0,Fall 2016,neu,2
319.0,103.0,69.0,9.0,Fall 2016,neu,2
310.0,104.0,85.0,6.0,Fall 2016,neu,2
314.0,108.0,72.0,30.0,Fall 2016,neu,2
320.0,104.0,73.0,0.0,Fall 2016,neu,2
324.0,101.0,7.7,24.0,Fall 2016,neu,2
313.0,103.0,7.89,10.0,Fall 2016,neu,2
307.0,98.0,6.49,30.0,Fall 2016,neu,2
315.0,99.0,76.0,0.0,Fall 2016,neu,2
322.0,113.0,80.0,30.0,Fall 2016,neu,2
318.0,101.0,74.54,40.0,Fall 2016,neu,2
313.0,111.0,82.0,36.0,Fall 2016,neu,2
316.0,106.0,8.71,6.0,Fall 2016,neu,2
311.0,108.0,8.35,0.0,Fall 2016,neu,2
317.0,101.0,8.0,10.0,Fall 2016,neu,2
316.0,101.0,8.89,36.0,Fall 2016,neu,2
320.0,105.0,66.0,39.0,Fall 2016,neu,2
319.0,99.0,8.45,18.0,Fall 2016,neu,2
311.0,103.0,7.58,10.0,Fall 2016,neu,2
316.0,108.0,8.1,24.0,Fall 2016,neu,2
317.0,104.0,78.0,28.0,Fall 2016,neu,2
326.0,110.0,8.09,0.0,Fall 2016,neu,2
316.0,101.0,7.33,0.0,Fall 2016,neu,2
316.0,105.0,7.7,36.0,Fall 2016,neu,2
323.0,112.0,8.5,60.0,Fall 2016,neu,2
302.0,100.0,64.6,30.0,Fall 2016,neu,2
316.0,100.0,8.2,0.0,Fall 2016,neu,2
317.0,110.0,8.81,30.0,Fall 2016,neu,2
312.0,102.0,80.0,16.0,Fall 2016,neu,2
305.0,102.0,75.0,0.0,Fall 2016,neu,2
313.0,93.0,7.83,12.0,Fall 2016,neu,2
323.0,107.0,69.0,22.0,Fall 2016,neu,2
311.0,95.0,9.18,30.0,Fall 2016,neu,2
315.0,102.0,7.15,48.0,Fall 2016,neu,2
321.0,113.0,75.0,1.0,Fall 2016,neu,2
310.0,101.0,7.87,20.0,Fall 2016,neu,2
306.0,100.0,8.0,30.0,Fall 2016,neu,2
306.0,111.0,8.9,42.0,Fall 2016,neu,2
311.0,100.0,81.57,7.0,Fall 2016,neu,2
307.0,102.0,9.11,30.0,Fall 2016,neu,2
317.0,107.0,9.12,0.0,Fall 2016,neu,2
320.0,102.0,8.0,30.0,Fall 2016,neu,2
322.0,108.0,8.4,0.0,Fall 2016,neu,2
316.0,108.0,8.77,0.0,Fall 2016,neu,2
323.0,117.0,9.19,10.0,Fall 2016,neu,2
319.0,113.0,9.15,2.0,Fall 2016,neu,2
323.0,117.0,9.19,0.0,Fall 2016,neu,2
310.0,101.0,80.2,6.0,Fall 2016,neu,2
296.0,106.0,8.8,0.0,Fall 2015,neu,2
312.0,108.0,8.56,0.0,Fall 2016,neu,2
316.0,112.0,67.0,0.0,Fall 2014,neu,2
327.0,107.0,9.5,20.0,Fall 2015,neu,2
307.0,101.0,65.81,0.0,Fall 2014,neu,2
306.0,113.0,71.83,0.0,Fall 2015,neu,2
315.0,110.0,7.88,0.0,Fall 2013,neu,2
314.0,100.0,67.0,0.0,Fall 2014,neu,2
317.0,111.0,72.0,10.0,Fall 2016,neu,2
315.0,106.0,75.0,0.0,Fall 2015,neu,2
313.0,114.0,8.1,30.0,Fall 2016,neu,2
316.0,111.0,72.0,0.0,Fall 2015,neu,2
308.0,108.0,7.43,20.0,Fall 2015,neu,2
314.0,104.0,7.67,0.0,Fall 2016,neu,2
309.0,103.0,7.74,0.0,Fall 2016,neu,2
321.0,106.0,73.26,40.0,Fall 2016,neu,2
310.0,110.0,72.0,30.0,Fall 2015,neu,2
311.0,106.0,68.0,20.0,Fall 2016,neu,2
315.0,98.0,59.0,30.0,Spring 2016,neu,2
324.0,102.0,70.68,0.0,Fall 2015,neu,2
326.0,108.0,8.62,30.0,Fall 2015,neu,2
311.0,105.0,71.3,0.0,Fall 2014,neu,2
322.0,108.0,8.552,10.0,Fall 2015,neu,2
309.0,106.0,72.18,30.0,Spring 2015,neu,2
314.0,106.0,8.94,30.0,Fall 2016,neu,2
313.0,105.0,8.04,30.0,Fall 2016,neu,2
315.0,100.0,7.31,20.0,Fall 2015,neu,2
312.0,101.0,7.55,30.0,Fall 2016,neu,2
304.0,102.0,9.55,0.0,Fall 2015,neu,2
320.0,114.0,80.0,10.0,Fall 2016,neu,2
311.0,111.0,7.56,20.0,Fall 2016,neu,2
317.0,107.0,7.0,7.0,Fall 2016,neu,2
321.0,100.0,73.0,10.0,Fall 2015,neu,2
305.0,104.0,8.55,10.0,Fall 2015,neu,2
317.0,103.0,9.2,30.0,Fall 2016,neu,2
314.0,106.0,8.0,10.0,Fall 2016,neu,2
322.0,112.0,70.0,20.0,Fall 2016,neu,2
314.0,100.0,78.0,0.0,Fall 2015,neu,2
318.0,111.0,8.3,30.0,Fall 2015,neu,2
315.0,106.0,7.31,0.0,Spring 2016,neu,2
321.0,101.0,7.0,0.0,Spring 2016,neu,2
317.0,108.0,73.0,0.0,Fall 2016,neu,2
308.0,103.0,70.0,0.0,Fall 2015,neu,2
313.0,104.0,8.3,30.0,Fall 2016,neu,2
308.0,99.0,8.07,30.0,Fall 2016,neu,2
317.0,108.0,70.0,0.0,Fall 2016,neu,2
316.0,113.0,8.06,30.0,Fall 2015,neu,2
309.0,103.0,8.51,30.0,Fall 2015,neu,2
314.0,109.0,7.78,0.0,Fall 2015,neu,2
310.0,98.0,78.0,0.0,Fall 2016,neu,2
308.0,100.0,8.32,0.0,Fall 2015,neu,2
309.0,102.0,9.05,0.0,Fall 2015,neu,2
324.0,117.0,7.95,30.0,Fall 2014,neu,2
322.0,106.0,73.9,0.0,Fall 2014,neu,2
315.0,110.0,77.0,30.0,Fall 2015,neu,2
314.0,107.0,87.0,20.0,Spring 2016,neu,2
313.0,107.0,8.9,0.0,Fall 2015,neu,2
317.0,110.0,7.15,36.0,Fall 2017,neu,2
314.0,109.0,9.1,30.0,Fall 2016,neu,2
309.0,100.0,75.0,30.0,Fall 2016,neu,2
320.0,116.0,8.484,6.0,Fall 2016,neu,2
313.0,101.0,7.85,30.0,Fall 2016,neu,2
314.0,106.0,67.0,0.0,Fall 2015,neu,2
322.0,106.0,8.24,0.0,Fall 2015,neu,2
318.0,100.0,74.0,0.0,Fall 2016,neu,2
323.0,106.0,7.0,18.0,Fall 2016,neu,2
306.0,101.0,8.48,0.0,Fall 2016,neu,2
319.0,109.0,75.0,10.0,Fall 2015,neu,2
316.0,113.0,76.0,10.0,Fall 2016,neu,2
304.0,70.0,70.0,20.0,Fall 2015,neu,2
306.0,106.0,72.0,0.0,Fall 2016,neu,2
301.0,101.0,73.0,0.0,Spring 2016,neu,2
304.0,92.0,8.78,30.0,Spring 2016,neu,2
310.0,103.0,73.93,0.0,Fall 2016,neu,2
322.0,104.0,8.0,10.0,Fall 2016,neu,2
315.0,100.0,7.31,20.0,Fall 2015,neu,2
309.0,103.0,69.0,0.0,Fall 2014,neu,2
326.0,117.0,8.0,20.0,Fall 2015,neu,2
309.0,106.0,76.05,0.0,Fall 2015,neu,2
310.0,100.0,59.0,0.0,Fall 2015,neu,2
304.0,99.0,75.3,20.0,Spring 2016,neu,2
317.0,104.0,7.63,20.0,Fall 2015,neu,2
304.0,106.0,8.53,27.0,Fall 2016,neu,2
327.0,117.0,6.5,20.0,Fall 2015,neu,2
322.0,113.0,8.72,0.0,Fall 2015,neu,2
315.0,103.0,7.78,10.0,Fall 2016,neu,2
316.0,104.0,72.0,30.0,Fall 2015,neu,2
325.0,107.0,78.0,10.0,Fall 2016,neu,2
318.0,108.0,71.0,10.0,Spring 2016,neu,2
303.0,110.0,79.0,0.0,Fall 2015,neu,2
315.0,100.0,8.4,0.0,Spring 2016,neu,2
308.0,100.0,75.0,0.0,Fall 2013,neu,2
317.0,110.0,72.0,0.0,Fall 2014,neu,2
317.0,106.0,76.15,10.0,Fall 2013,neu,2
318.0,112.0,7.85,0.0,Fall 2013,neu,2
306.0,98.0,65.0,30.0,Fall 2013,neu,2
320.0,113.0,75.0,0.0,Fall 2013,neu,2
322.0,113.0,73.6,0.0,Fall 2013,neu,2
312.0,108.0,69.0,10.0,Fall 2013,neu,2
307.0,94.0,61.0,10.0,Fall 2013,neu,2
305.0,92.0,58.0,0.0,Fall 2013,neu,2
330.0,105.0,7.98,30.0,Fall 2013,neu,2
316.0,96.0,59.4,30.0,Fall 2013,neu,2
310.0,106.0,7.82,10.0,Fall 2013,neu,2
316.0,102.0,72.0,20.0,Fall 2013,neu,2
302.0,93.0,7.3,19.0,Fall 2020,neu,3
318.0,101.0,9.18,3.0,Fall 2020,neu,3
323.0,101.0,6.78,9.0,Fall 2020,neu,3
319.0,108.0,7.74,20.0,Fall 2020,neu,3
306.0,99.0,9.2,0.0,Fall 2020,neu,3
325.0,110.0,7.65,40.0,Fall 2020,neu,3
312.0,102.0,8.4,15.0,Fall 2020,neu,3
321.0,105.0,8.71,0.0,Fall 2020,neu,3
323.0,110.0,7.85,9.0,Fall 2020,neu,3
318.0,103.0,7.13,36.0,Fall 2020,neu,3
305.0,101.0,82.0,15.0,Fall 2020,neu,3
308.0,97.0,8.37,66.0,Fall 2020,neu,3
306.0,104.0,7.71,24.0,Fall 2020,neu,3
313.0,107.0,7.89,0.0,Fall 2020,neu,3
315.0,109.0,7.44,5.0,Fall 2020,neu,3
314.0,109.0,74.0,49.0,Fall 2020,neu,3
320.0,100.0,7.79,42.0,Fall 2020,neu,3
316.0,103.0,7.59,24.0,Fall 2020,neu,3
318.0,108.0,7.92,4.0,Fall 2020,neu,3
312.0,92.0,62.5,2.0,Fall 2020,neu,3
309.0,101.0,9.0,1.0,Fall 2020,neu,3
313.0,110.0,6.63,3.0,Fall 2020,neu,3
330.0,0.0,7.8,18.0,Fall 2020,neu,3
317.0,110.0,6.9,10.0,Fall 2020,neu,3
315.0,107.0,8.06,15.0,Fall 2020,neu,3
320.0,105.0,7.61,17.0,Fall 2020,neu,3
320.0,106.0,7.64,0.0,Fall 2020,neu,3
327.0,106.0,7.01,0.0,Fall 2020,neu,3
312.0,107.0,67.0,24.0,Fall 2020,neu,3
312.0,114.0,6.88,25.0,Fall 2020,neu,3
313.0,111.0,8.94,3.0,Fall 2020,neu,3
316.0,97.0,87.0,0.0,Fall 2020,neu,3
305.0,93.0,7.3,15.0,Fall 2019,neu,3
309.0,111.0,8.1,0.0,Fall 2021,neu,3
317.0,105.0,75.0,17.0,Fall 2020,neu,3
326.0,110.0,8.8,15.0,Fall 2020,neu,3
311.0,100.0,7.11,24.0,Fall 2020,neu,3
306.0,101.0,9.5,31.0,Fall 2020,neu,3
319.0,100.0,9.24,0.0,Fall 2020,neu,3
311.0,101.0,7.4,8.0,Fall 2020,neu,3
313.0,97.0,66.0,20.0,Fall 2020,neu,3
327.0,106.0,6.74,38.0,Fall 2020,neu,3
305.0,109.0,76.7,5.0,Fall 2020,neu,3
300.0,89.0,8.39,0.0,Fall 2020,neu,3
322.0,110.0,77.25,41.0,Fall 2020,neu,3
326.0,110.0,90.8,27.0,Fall 2020,neu,3
320.0,114.0,8.65,1.0,Fall 2020,neu,3
314.0,99.0,8.54,16.0,Fall 2019,neu,3
323.0,111.0,75.0,16.0,Fall 2020,neu,3
318.0,98.0,71.14,28.0,Fall 2020,neu,3
307.0,94.0,7.3,19.0,Fall 2020,neu,3
311.0,92.0,7.96,16.0,Fall 2020,neu,3
313.0,93.0,6.94,43.0,Fall 2020,neu,3
307.0,111.0,6.83,6.0,Fall 2020,neu,3
315.0,103.0,8.9,2.0,Fall 2020,neu,3
308.0,101.0,8.29,3.0,Fall 2020,neu,3
303.0,98.0,6.49,61.0,Fall 2020,neu,3
320.0,115.0,7.95,8.0,Fall 2020,neu,3
330.0,118.0,72.5,26.0,Fall 2020,neu,3
313.0,100.0,7.6,33.0,Fall 2020,neu,3
315.0,91.0,6.82,21.0,Fall 2020,neu,3
321.0,99.0,7.78,19.0,Fall 2020,neu,3
312.0,97.0,7.85,20.0,Fall 2020,neu,3
305.0,95.0,67.6,15.0,Fall 2020,neu,3
308.0,102.0,9.3,2.0,Fall 2020,neu,3
305.0,104.0,70.68,21.0,Fall 2020,neu,3
309.0,95.0,8.1,0.0,Fall 2020,neu,3
312.0,114.0,9.26,21.0,Fall 2020,neu,3
321.0,116.0,80.0,0.0,Fall 2020,neu,3
321.0,101.0,69.36,24.0,Fall 2020,neu,3
308.0,91.0,7.2,0.0,Fall 2020,neu,3
308.0,109.0,7.35,44.0,Fall 2020,neu,3
302.0,97.0,8.87,10.0,Fall 2020,neu,3
310.0,109.0,7.02,30.0,Fall 2020,neu,3
311.0,109.0,7.11,10.0,Fall 2020,neu,3
319.0,102.0,7.74,12.0,Fall 2020,neu,3
322.0,103.0,8.39,27.0,Fall 2020,neu,3
315.0,102.0,66.0,60.0,Fall 2020,neu,3
313.0,97.0,8.3,10.0,Fall 2020,neu,3
311.0,101.0,71.1,27.0,Fall 2020,neu,3
317.0,108.0,78.85,16.0,Fall 2020,neu,3
312.0,102.0,8.09,15.0,Fall 2020,neu,3
320.0,110.0,8.0,18.0,Fall 2020,neu,3
325.0,112.0,8.43,1.0,Fall 2020,neu,3
309.0,101.0,8.69,18.0,Fall 2020,neu,3
316.0,104.0,7.38,30.0,Fall 2020,neu,3
316.0,104.0,7.36,6.0,Fall 2020,neu,3
310.0,113.0,70.8,15.0,Fall 2020,neu,3
314.0,98.0,8.28,12.0,Fall 2020,neu,3
323.0,0.0,8.3,24.0,Fall 2020,neu,3
318.0,98.0,75.4,18.0,Fall 2020,neu,3
313.0,109.0,7.78,4.0,Fall 2020,neu,3
315.0,97.0,8.3,29.0,Fall 2020,neu,3
294.0,101.0,72.44,9.0,Fall 2020,neu,3
310.0,108.0,73.54,24.0,Fall 2020,neu,3
324.0,112.0,7.1,7.0,Fall 2020,neu,3
327.0,111.0,66.0,24.0,Fall 2020,neu,3
315.0,101.0,8.11,1.0,Fall 2020,neu,3
303.0,94.0,7.42,48.0,Fall 2020,neu,3
319.0,95.0,71.0,47.0,Fall 2020,neu,3
316.0,112.0,7.18,45.0,Fall 2020,neu,3
317.0,98.0,8.22,0.0,Fall 2020,neu,3
317.0,114.0,7.87,8.0,Fall 2020,neu,3
308.0,98.0,9.14,22.0,Fall 2020,neu,3
312.0,104.0,7.9,2.0,Fall 2020,neu,3
319.0,102.0,7.82,17.0,Fall 2020,neu,3
319.0,114.0,7.95,2.0,Fall 2020,neu,3
313.0,108.0,8.23,8.0,Spring 2021,neu,3
316.0,113.0,8.22,3.0,Fall 2020,neu,3
303.0,102.0,8.68,2.0,Fall 2020,neu,3
322.0,112.0,73.68,19.0,Fall 2020,neu,3
314.0,101.0,8.22,30.0,Fall 2020,neu,3
317.0,109.0,8.04,22.0,Fall 2020,neu,3
318.0,104.0,79.82,2.0,Fall 2020,neu,3
314.0,99.0,8.78,18.0,Fall 2020,neu,3
314.0,111.0,7.63,0.0,Fall 2020,neu,3
317.0,108.0,7.95,26.0,Fall 2020,neu,3
326.0,113.0,7.24,35.0,Fall 2020,neu,3
315.0,113.0,70.0,45.0,Fall 2020,neu,3
319.0,97.0,8.17,22.0,Fall 2020,neu,3
328.0,112.0,73.4,6.0,Fall 2020,neu,3
312.0,96.0,8.9,5.0,Fall 2020,neu,3
321.0,116.0,78.0,11.0,Fall 2020,neu,3
309.0,105.0,68.4,74.0,Fall 2020,neu,3
310.0,101.0,8.45,18.0,Fall 2020,neu,3
307.0,92.0,7.85,20.0,Fall 2020,neu,3
310.0,97.0,8.85,2.0,Fall 2019,neu,3
308.0,100.0,7.15,22.0,Fall 2020,neu,3
315.0,103.0,7.8,29.0,Fall 2020,neu,3
313.0,100.0,7.13,20.0,Fall 2020,neu,3
303.0,93.0,6.77,19.0,Fall 2020,neu,3
323.0,109.0,7.0,10.0,Fall 2020,neu,3
321.0,101.0,8.0,20.0,Fall 2020,neu,3
315.0,94.0,8.24,29.0,Fall 2020,neu,3
318.0,113.0,75.0,2.0,Fall 2020,neu,3
324.0,107.0,7.55,34.0,Fall 2020,neu,3
312.0,107.0,8.3,16.0,Fall 2020,neu,3
302.0,105.0,8.53,0.0,Fall 2020,neu,3
316.0,102.0,7.3,0.0,Fall 2020,neu,3
306.0,109.0,7.89,0.0,Fall 2020,neu,3
306.0,102.0,8.2,48.0,Fall 2020,neu,3
322.0,109.0,66.7,40.0,Fall 2020,neu,3
324.0,106.0,7.73,13.0,Fall 2020,neu,3
310.0,107.0,8.04,24.0,Fall 2020,neu,3
321.0,114.0,67.0,15.0,Fall 2020,neu,3
315.0,101.0,9.33,0.0,Spring 2020,neu,3
309.0,114.0,3.3,12.0,Fall 2017,neu,3
320.0,114.0,69.0,66.0,Spring 2020,neu,3
319.0,0.0,6.93,19.0,Spring 2020,neu,3
320.0,108.0,7.84,25.0,Spring 2020,neu,3
299.0,93.0,55.0,30.0,Spring 2020,neu,3
321.0,98.0,6.14,26.0,Fall 2020,neu,3
300.0,105.0,68.66,54.0,Spring 2020,neu,3
310.0,101.0,76.0,24.0,Spring 2020,neu,3
313.0,107.0,61.0,24.0,Spring 2020,neu,3
313.0,109.0,70.0,0.0,Spring 2020,neu,3
303.0,105.0,8.42,20.0,Spring 2020,neu,3
310.0,101.0,8.81,21.0,Spring 2020,neu,3
323.0,99.0,7.0,36.0,Spring 2020,neu,3
315.0,99.0,63.45,33.0,Spring 2020,neu,3
317.0,103.0,7.38,14.0,Spring 2020,neu,3
312.0,109.0,7.69,0.0,Spring 2020,neu,3
312.0,96.0,8.2,31.0,Spring 2020,neu,3
319.0,109.0,64.4,36.0,Spring 2020,neu,3
305.0,96.0,7.91,9.0,Spring 2020,neu,3
312.0,97.0,8.3,17.0,Spring 2020,neu,3
315.0,102.0,8.4,30.0,Fall 2019,neu,3
325.0,110.0,8.1,24.0,Fall 2019,neu,3
319.0,102.0,64.0,31.0,Fall 2019,neu,3
309.0,97.0,7.79,24.0,Fall 2019,neu,3
322.0,107.0,8.71,26.0,Fall 2019,neu,3
314.0,109.0,9.0,3.0,Fall 2019,neu,3
305.0,100.0,72.0,15.0,Fall 2019,neu,3
309.0,104.0,8.23,38.0,Fall 2019,neu,3
326.0,114.0,7.1,28.0,Fall 2019,neu,3
324.0,107.0,8.46,3.0,Fall 2019,neu,3
311.0,104.0,7.75,21.0,Fall 2019,neu,3
310.0,97.0,6.64,10.0,Fall 2019,neu,3
335.0,113.0,8.02,0.0,Fall 2019,neu,3
309.0,102.0,8.33,0.0,Fall 2019,neu,3
321.0,112.0,8.39,5.0,Fall 2019,neu,3
311.0,100.0,7.64,6.0,Fall 2019,neu,3
301.0,109.0,68.5,1.0,Fall 2019,neu,3
311.0,96.0,8.99,48.0,Fall 2019,neu,3
316.0,95.0,6.75,19.0,Fall 2019,neu,3
318.0,108.0,8.77,26.0,Fall 2019,neu,3
318.0,118.0,8.88,0.0,Fall 2019,neu,3
314.0,114.0,8.3,0.0,Fall 2019,neu,3
306.0,101.0,7.88,0.0,Fall 2019,neu,3
307.0,95.0,7.64,15.0,Fall 2019,neu,3
324.0,102.0,7.62,0.0,Fall 2019,neu,3
322.0,105.0,69.0,18.0,Fall 2019,neu,3
316.0,107.0,8.32,13.0,Fall 2019,neu,3
323.0,104.0,7.72,3.0,Fall 2019,neu,3
305.0,101.0,65.0,1.0,Fall 2019,neu,3
316.0,114.0,8.52,1.0,Fall 2019,neu,3
307.0,101.0,8.57,4.0,Fall 2019,neu,3
309.0,107.0,68.3,26.0,Fall 2019,neu,3
313.0,109.0,53.0,53.0,Fall 2019,neu,3
300.0,95.0,72.0,5.0,Fall 2019,neu,3
324.0,107.0,8.17,20.0,Fall 2019,neu,3
305.0,94.0,6.48,19.0,Spring 2020,neu,3
323.0,101.0,73.0,15.0,Fall 2019,neu,3
317.0,104.0,7.65,19.0,Fall 2019,neu,3
316.0,101.0,7.7,32.0,Fall 2019,neu,3
308.0,84.0,8.2,27.0,Fall 2019,neu,3
310.0,109.0,81.0,30.0,Fall 2019,neu,3
314.0,109.0,8.75,17.0,Fall 2019,neu,3
315.0,105.0,74.4,29.0,Fall 2019,neu,3
311.0,100.0,8.5,7.0,Fall 2019,neu,3
317.0,100.0,8.81,1.0,Fall 2019,neu,3
304.0,101.0,8.17,5.0,Fall 2019,neu,3
324.0,105.0,72.5,1.0,Fall 2019,neu,3
309.0,93.0,8.61,9.0,Fall 2019,neu,3
325.0,108.0,7.91,2.0,Fall 2019,neu,3
318.0,107.0,9.02,2.0,Fall 2019,neu,3
322.0,114.0,7.35,0.0,Fall 2019,neu,3
322.0,101.0,8.835,3.0,Fall 2019,neu,3
317.0,100.0,8.17,0.0,Fall 2019,neu,3
307.0,101.0,9.04,36.0,Fall 2019,neu,3
