GRE,TOEFL,UNDERGRAD,WORK EX,YEAR,UNIVERSITY,STATUS
308.0,101.0,78.0,36.0,Spring 2020,utd,2
316.0,102.0,77.0,68.0,Spring 2020,utd,2
323.0,109.0,7.0,10.0,Fall 2020,utd,2
308.0,101.0,9.02,0.0,Spring 2020,utd,2
315.0,107.0,8.95,39.0,Spring 2020,utd,2
325.0,107.0,6.7,10.0,Spring 2020,utd,2
322.0,102.0,7.63,73.0,Spring 2020,utd,2
306.0,31.0,8.1,0.0,Spring 2020,utd,2
310.0,109.0,82.0,8.0,Spring 2019,utd,2
306.0,101.0,8.61,63.0,Spring 2020,utd,2
311.0,101.0,7.96,14.0,Spring 2020,utd,2
308.0,101.0,8.6,0.0,Spring 2020,utd,2
310.0,107.0,80.0,26.0,Fall 2020,utd,2
329.0,115.0,9.06,15.0,Spring 2020,utd,2
314.0,103.0,8.18,36.0,Spring 2020,utd,2
307.0,94.0,80.0,36.0,Fall 2020,utd,2
308.0,85.0,8.58,25.0,Spring 2020,utd,2
315.0,101.0,8.0,60.0,Spring 2020,utd,2
320.0,108.0,7.84,25.0,Spring 2020,utd,2
311.0,109.0,8.45,0.0,Spring 2020,utd,2
312.0,101.0,79.79,40.0,Spring 2020,utd,2
308.0,86.0,8.7,22.0,Spring 2020,utd,2
315.0,93.0,81.27,22.0,Spring 2020,utd,2
309.0,104.0,8.74,0.0,Spring 2020,utd,2
311.0,101.0,8.56,30.0,Fall 2020,utd,2
316.0,109.0,8.1,25.0,Fall 2019,utd,2
317.0,112.0,8.9,16.0,Spring 2020,utd,2
325.0,110.0,7.5,1.0,Fall 2018,utd,2
332.0,114.0,8.43,41.0,Fall 2018,utd,2
310.0,98.0,8.87,0.0,Fall 2019,utd,2
313.0,105.0,76.0,27.0,Spring 2020,utd,2
319.0,114.0,8.58,18.0,Spring 2020,utd,2
304.0,93.0,8.92,2.0,Spring 2020,utd,2
313.0,112.0,8.85,20.0,Spring 2020,utd,2
317.0,109.0,81.0,88.0,Spring 2020,utd,2
324.0,112.0,9.49,0.0,Spring 2020,utd,2
310.0,96.0,7.3,13.0,Fall 2019,utd,2
313.0,109.0,9.1,30.0,Spring 2020,utd,2
317.0,98.0,7.17,11.0,Fall 2019,utd,2
312.0,101.0,8.97,0.0,Spring 2020,utd,2
304.0,109.0,9.09,24.0,Fall 2019,utd,2
310.0,101.0,8.81,21.0,Spring 2020,utd,2
313.0,101.0,7.8,14.0,Spring 2020,utd,2
305.0,101.0,8.54,13.0,Fall 2020,utd,2
307.0,93.0,88.8,22.0,Spring 2020,utd,2
315.0,106.0,7.71,25.0,Spring 2020,utd,2
312.0,114.0,8.05,22.0,Spring 2020,utd,2
312.0,96.0,9.5,29.0,Spring 2020,utd,2
309.0,94.0,8.45,32.0,Spring 2020,utd,2
304.0,101.0,9.17,6.0,Spring 2020,utd,2
328.0,109.0,8.82,12.0,Spring 2020,utd,2
304.0,96.0,89.5,54.0,Fall 2019,utd,2
309.0,97.0,7.79,24.0,Fall 2019,utd,2
312.0,101.0,8.86,36.0,Fall 2019,utd,2
306.0,82.0,8.66,0.0,Fall 2019,utd,2
310.0,93.0,9.15,7.0,Spring 2020,utd,2
